"lon","lat","species.name","optional"
-104.740609,38.641373,"pasm",TRUE
-105.508335,40.072207,"pasm",TRUE
-122.0833,50.7333,"pasm",TRUE
-119.9167,49.8167,"pasm",TRUE
-122.0167,51.1167,"pasm",TRUE
-121.7333,50.8667,"pasm",TRUE
-121.4167,49.35,"pasm",TRUE
-110.839,47.098,"pasm",TRUE
-119.28683,37.94812,"pasm",TRUE
-122.38325,41.22729,"pasm",TRUE
-111.79889,40.625,"pasm",TRUE
-111.741682,40.698524,"pasm",TRUE
-110.547196,44.596445,"pasm",TRUE
-110.502495,44.583077,"pasm",TRUE
-135.1333,60.95,"pasm",TRUE
-129.629,54.203,"pasm",TRUE
-120.1369,38.89671,"pasm",TRUE
-120.0667,49.35,"pasm",TRUE
-114.375,49.57,"pasm",TRUE
-120.6167,49.9333,"pasm",TRUE
-115.5,51.15,"pasm",TRUE
-106.25047,41.37176,"pasm",TRUE
-122.55,52.0833,"pasm",TRUE
-122.566,52.115,"pasm",TRUE
-117.2667,52.9167,"pasm",TRUE
-110.4909279,44.54495311,"pasm",TRUE
-116.7833,53.0667,"pasm",TRUE
-117.1898,52.6465,"pasm",TRUE
-116.9008058,48.17976819,"pasm",TRUE
-120.077,49.357,"pasm",TRUE
-122.5833,50.6833,"pasm",TRUE
-111.768238,40.7264,"pasm",TRUE
-122.554149,38.45991,"pasm",TRUE
-118.088,52.878,"pasm",TRUE
-120.6667,50.1667,"pasm",TRUE
-120.671,50.164,"pasm",TRUE
-116.9167,49.9167,"pasm",TRUE
-105.27,40.014972,"pasm",TRUE
-121.407,49.341,"pasm",TRUE
-121.4223,49.352,"pasm",TRUE
-106.2903944,39.2499244,"pasm",TRUE
-110.7405763,44.64983062,"pasm",TRUE
-115.95,50.9667,"pasm",TRUE
-121.682,49.187,"pasm",TRUE
-121.6763,49.1837,"pasm",TRUE
-121.6833,49.1833,"pasm",TRUE
-105.04442,38.84054,"pasm",TRUE
-107.671449,38.022772,"pasm",TRUE
-106.186689,39.366377,"pasm",TRUE
-117.2333,52.25,"pasm",TRUE
-110.313245,46.458282,"pasm",TRUE
-117.2167,49.2833,"pasm",TRUE
-107.250904,44.500245,"pasm",TRUE
-105.777785,39.79832,"pasm",TRUE
